id,device,timestamp,sensor_type,value,lat,lon,is_deleted
47166,33,2025-07-03 18:35:27,CO2 ,350.0,31.76494,117.2648,0
47165,33,2025-07-03 18:35:27,CH4,0.0,31.76494,117.2648,0
47164,33,2025-07-03 18:35:26,CO2 ,350.0,31.76494,117.2648,0
47163,33,2025-07-03 18:35:26,CH4,0.0,31.76494,117.2648,0
47162,33,2025-07-03 18:35:25,CO2 ,350.0,31.76494,117.2648,0
47161,33,2025-07-03 18:35:25,CH4,0.0,31.76494,117.2648,0
47160,33,2025-07-03 18:35:23,CO2 ,350.0,31.76494,117.2648,0
47159,33,2025-07-03 18:35:23,CH4,0.0,31.76494,117.2648,0
47158,33,2025-07-03 18:35:19,CO2 ,350.0,31.76494,117.2648,0
47157,33,2025-07-03 18:35:19,CH4,0.0,31.76494,117.2648,0
47156,33,2025-07-03 18:35:18,CO2 ,-2.0,31.76494,117.2648,0
47155,33,2025-07-03 18:35:18,CH4,0.0,31.76494,117.2648,0
47154,33,2025-07-03 18:35:17,CO2 ,350.0,31.76494,117.2648,0
47153,33,2025-07-03 18:35:17,CH4,0.0,31.76494,117.2648,0
47152,33,2025-07-03 18:35:15,CO2 ,-2.0,31.76494,117.2648,0
47151,33,2025-07-03 18:35:15,CH4,0.0,31.76494,117.2648,0
47150,33,2025-07-03 18:35:14,CO2 ,350.0,31.76494,117.2648,0
47149,33,2025-07-03 18:35:14,CH4,0.0,31.76494,117.2648,0
47148,33,2025-07-03 18:35:13,CO2 ,350.0,31.76494,117.2648,0
47147,33,2025-07-03 18:35:13,CH4,0.0,31.76494,117.2648,0
47146,33,2025-07-03 18:35:12,CO2 ,350.0,31.76494,117.2648,0
47145,33,2025-07-03 18:35:12,CH4,0.0,31.76494,117.2648,0
47144,33,2025-07-03 18:35:10,CO2 ,350.0,31.76494,117.2648,0
47143,33,2025-07-03 18:35:10,CH4,0.0,31.76494,117.2648,0
47142,33,2025-07-03 18:35:09,CO2 ,350.0,31.76494,117.2648,0
47141,33,2025-07-03 18:35:09,CH4,0.0,31.76494,117.2648,0
47140,33,2025-07-03 18:35:08,CO2 ,350.0,31.76494,117.2648,0
47139,33,2025-07-03 18:35:08,CH4,0.0,31.76494,117.2648,0
47138,33,2025-07-03 18:35:07,CO2 ,350.0,31.76494,117.2648,0
47137,33,2025-07-03 18:35:06,CH4,0.0,31.76494,117.2648,0
47136,33,2025-07-03 18:35:05,CO2 ,350.0,31.76494,117.2648,0
47135,33,2025-07-03 18:35:05,CH4,0.0,31.76494,117.2648,0
47134,33,2025-07-03 18:35:01,CO2 ,-2.0,31.76494,117.2648,0
47133,33,2025-07-03 18:35:01,CH4,0.0,31.76494,117.2648,0
47132,33,2025-07-03 18:35:00,CO2 ,350.0,31.76494,117.2648,0
47131,33,2025-07-03 18:35:00,CH4,0.0,31.76494,117.2648,0
47130,33,2025-07-03 18:34:59,CO2 ,350.0,31.76494,117.2648,0
47129,33,2025-07-03 18:34:59,CH4,0.0,31.76494,117.2648,0
47128,33,2025-07-03 18:34:57,CO2 ,350.0,31.76494,117.2648,0
47127,33,2025-07-03 18:34:57,CH4,0.0,31.76494,117.2648,0
47126,33,2025-07-03 18:34:56,CO2 ,-2.0,31.76494,117.2648,0
47125,33,2025-07-03 18:34:56,CH4,0.0,31.76494,117.2648,0
47124,33,2025-07-03 18:34:55,CO2 ,350.0,31.76494,117.2648,0
47123,33,2025-07-03 18:34:55,CH4,0.0,31.76494,117.2648,0
47122,33,2025-07-03 18:34:54,CO2 ,350.0,31.76494,117.2648,0
47121,33,2025-07-03 18:34:54,CH4,0.0,31.76494,117.2648,0
47120,33,2025-07-03 18:34:52,CO2 ,350.0,31.76494,117.2648,0
47119,33,2025-07-03 18:34:52,CH4,0.0,31.76494,117.2648,0
47118,33,2025-07-03 18:34:51,CO2 ,350.0,31.76494,117.2648,0
47117,33,2025-07-03 18:34:51,CH4,0.0,31.76494,117.2648,0
47116,33,2025-07-03 18:34:50,CO2 ,350.0,31.76494,117.2648,0
47115,33,2025-07-03 18:34:50,CH4,0.0,31.76494,117.2648,0
47114,33,2025-07-03 18:34:49,CO2 ,350.0,31.76494,117.2648,0
47113,33,2025-07-03 18:34:49,CH4,0.0,31.76494,117.2648,0
47112,33,2025-07-03 18:34:47,CO2 ,350.0,31.76494,117.2648,0
47111,33,2025-07-03 18:34:47,CH4,0.0,31.76494,117.2648,0
47110,33,2025-07-03 18:34:46,CO2 ,-2.0,31.76494,117.2648,0
47109,33,2025-07-03 18:34:46,CH4,0.0,31.76494,117.2648,0
47108,33,2025-07-03 18:34:45,CO2 ,350.0,31.76494,117.2648,0
47107,33,2025-07-03 18:34:45,CH4,0.0,31.76494,117.2648,0
47106,33,2025-07-03 18:34:43,CO2 ,350.0,31.76494,117.2648,0
47105,33,2025-07-03 18:34:43,CH4,0.0,31.76494,117.2648,0
47104,33,2025-07-03 18:34:42,CO2 ,350.0,31.76494,117.2648,0
47103,33,2025-07-03 18:34:42,CH4,0.0,31.76494,117.2648,0
47102,33,2025-07-03 18:34:41,CO2 ,350.0,31.76494,117.2648,0
47101,33,2025-07-03 18:34:41,CH4,0.0,31.76494,117.2648,0
47100,33,2025-07-03 18:34:40,CO2 ,-2.0,31.76494,117.2648,0
47099,33,2025-07-03 18:34:40,CH4,0.0,31.76494,117.2648,0
47098,33,2025-07-03 18:34:39,CO2 ,350.0,31.76494,117.2648,0
47097,33,2025-07-03 18:34:39,CH4,0.0,31.76494,117.2648,0
47096,33,2025-07-03 18:34:37,CO2 ,350.0,31.76494,117.2648,0
47095,33,2025-07-03 18:34:37,CH4,0.0,31.76494,117.2648,0
47094,33,2025-07-03 18:34:36,CO2 ,350.0,31.76494,117.2648,0
47093,33,2025-07-03 18:34:36,CH4,0.0,31.76494,117.2648,0
47092,33,2025-07-03 18:34:35,CO2 ,352.0,31.76494,117.2648,0
47091,33,2025-07-03 18:34:35,CH4,0.0,31.76494,117.2648,0
47090,33,2025-07-03 18:34:34,CO2 ,355.0,31.76494,117.2648,0
47089,33,2025-07-03 18:34:34,CH4,0.0,31.76494,117.2648,0
47088,33,2025-07-03 18:34:32,CO2 ,355.0,31.76494,117.2648,0
47087,33,2025-07-03 18:34:32,CH4,0.0,31.76494,117.2648,0
47086,33,2025-07-03 18:34:31,CO2 ,353.0,31.76494,117.2648,0
47085,33,2025-07-03 18:34:31,CH4,0.0,31.76494,117.2648,0
47084,33,2025-07-03 18:34:30,CO2 ,-2.0,31.76494,117.2648,0
47083,33,2025-07-03 18:34:30,CH4,0.0,31.76494,117.2648,0
47082,33,2025-07-03 18:34:29,CO2 ,351.0,31.76494,117.2648,0
47081,33,2025-07-03 18:34:29,CH4,0.0,31.76494,117.2648,0
47080,33,2025-07-03 18:34:27,CO2 ,354.0,31.76494,117.2648,0
47079,33,2025-07-03 18:34:27,CH4,0.0,31.76494,117.2648,0
47078,33,2025-07-03 18:34:26,CO2 ,355.0,31.76494,117.2648,0
47077,33,2025-07-03 18:34:26,CH4,0.0,31.76494,117.2648,0
47076,33,2025-07-03 18:34:25,CO2 ,-2.0,31.76494,117.2648,0
47075,33,2025-07-03 18:34:25,CH4,0.0,31.76494,117.2648,0
47074,33,2025-07-03 18:34:24,CO2 ,355.0,31.76494,117.2648,0
47073,33,2025-07-03 18:34:24,CH4,0.0,31.76494,117.2648,0
47072,33,2025-07-03 18:34:19,CO2 ,355.0,31.76494,117.2648,0
47071,33,2025-07-03 18:34:19,CH4,0.0,31.76494,117.2648,0
47070,33,2025-07-03 18:34:18,CO2 ,355.0,31.76494,117.2648,0
47069,33,2025-07-03 18:34:18,CH4,0.0,31.76494,117.2648,0
47068,33,2025-07-03 18:34:17,CO2 ,352.0,31.76494,117.2648,0
47067,33,2025-07-03 18:34:17,CH4,0.0,31.76494,117.2648,0
47066,33,2025-07-03 18:34:15,CO2 ,353.0,31.76494,117.2648,0
47065,33,2025-07-03 18:34:15,CH4,0.0,31.76494,117.2648,0
47064,33,2025-07-03 18:34:14,CO2 ,350.0,31.76494,117.2648,0
47063,33,2025-07-03 18:34:14,CH4,0.0,31.76494,117.2648,0
47062,33,2025-07-03 18:34:13,CO2 ,-2.0,31.76494,117.2648,0
47061,33,2025-07-03 18:34:13,CH4,0.0,31.76494,117.2648,0
47060,33,2025-07-03 18:34:12,CO2 ,350.0,31.76494,117.2648,0
47059,33,2025-07-03 18:34:12,CH4,0.0,31.76494,117.2648,0
47058,33,2025-07-03 18:34:10,CO2 ,350.0,31.76494,117.2648,0
47057,33,2025-07-03 18:34:10,CH4,0.0,31.76494,117.2648,0
47056,33,2025-07-03 18:34:09,CO2 ,350.0,31.76494,117.2648,0
47055,33,2025-07-03 18:34:09,CH4,0.0,31.76494,117.2648,0
47054,33,2025-07-03 18:34:08,CO2 ,350.0,31.76494,117.2648,0
47053,33,2025-07-03 18:34:08,CH4,0.0,31.76494,117.2648,0
47052,33,2025-07-03 18:34:07,CO2 ,-2.0,31.76494,117.2648,0
47051,33,2025-07-03 18:34:07,CH4,0.0,31.76494,117.2648,0
47050,33,2025-07-03 18:34:04,CO2 ,350.0,31.76494,117.2648,0
47049,33,2025-07-03 18:34:04,CH4,0.0,31.76494,117.2648,0
47048,33,2025-07-03 18:34:03,CO2 ,350.0,31.76494,117.2648,0
47047,33,2025-07-03 18:34:03,CH4,0.0,31.76494,117.2648,0
47046,33,2025-07-03 18:34:01,CO2 ,350.0,31.76494,117.2648,0
47045,33,2025-07-03 18:34:01,CH4,0.0,31.76494,117.2648,0
47044,33,2025-07-03 18:34:00,CO2 ,350.0,31.76494,117.2648,0
47043,33,2025-07-03 18:34:00,CH4,0.0,31.76494,117.2648,0
47042,33,2025-07-03 18:33:59,CO2 ,350.0,31.76494,117.2648,0
47041,33,2025-07-03 18:33:59,CH4,0.0,31.76494,117.2648,0
47040,33,2025-07-03 18:33:58,CO2 ,350.0,31.76494,117.2648,0
47039,33,2025-07-03 18:33:58,CH4,0.0,31.76494,117.2648,0
47038,33,2025-07-03 18:33:56,CO2 ,350.0,31.76494,117.2648,0
47037,33,2025-07-03 18:33:56,CH4,0.0,31.76494,117.2648,0
47036,33,2025-07-03 18:33:55,CO2 ,350.0,31.76494,117.2648,0
47035,33,2025-07-03 18:33:55,CH4,0.0,31.76494,117.2648,0
47034,33,2025-07-03 18:33:54,CO2 ,-2.0,31.76494,117.2648,0
47033,33,2025-07-03 18:33:54,CH4,0.0,31.76494,117.2648,0
47032,33,2025-07-03 18:33:53,CO2 ,350.0,31.76494,117.2648,0
47031,33,2025-07-03 18:33:53,CH4,0.0,31.76494,117.2648,0
47030,33,2025-07-03 18:33:49,CO2 ,351.0,31.76494,117.2648,0
47029,33,2025-07-03 18:33:49,CH4,0.0,31.76494,117.2648,0
47028,33,2025-07-03 18:33:48,CO2 ,351.0,31.76494,117.2648,0
47027,33,2025-07-03 18:33:48,CH4,0.0,31.76494,117.2648,0
47026,33,2025-07-03 18:33:46,CO2 ,-2.0,31.76494,117.2648,0
47025,33,2025-07-03 18:33:46,CH4,0.0,31.76494,117.2648,0
47024,33,2025-07-03 18:33:45,CO2 ,351.0,31.76494,117.2648,0
47023,33,2025-07-03 18:33:45,CH4,0.0,31.76494,117.2648,0
47022,33,2025-07-03 18:33:44,CO2 ,351.0,31.76494,117.2648,0
47021,33,2025-07-03 18:33:44,CH4,0.0,31.76494,117.2648,0
47020,33,2025-07-03 18:33:39,CO2 ,351.0,31.76494,117.2648,0
47019,33,2025-07-03 18:33:39,CH4,0.0,31.76494,117.2648,0
47018,33,2025-07-03 18:33:38,CO2 ,350.0,31.76494,117.2648,0
47017,33,2025-07-03 18:33:38,CH4,0.0,31.76494,117.2648,0
47016,33,2025-07-03 18:33:37,CO2 ,350.0,31.76494,117.2648,0
47015,33,2025-07-03 18:33:37,CH4,0.0,31.76494,117.2648,0
47014,33,2025-07-03 18:33:36,CO2 ,350.0,31.76494,117.2648,0
47013,33,2025-07-03 18:33:36,CH4,0.0,31.76494,117.2648,0
47012,33,2025-07-03 18:33:35,CO2 ,350.0,31.76494,117.2648,0
47011,33,2025-07-03 18:33:35,CH4,0.0,31.76494,117.2648,0
47010,33,2025-07-03 18:33:33,CO2 ,350.0,31.76494,117.2648,0
47009,33,2025-07-03 18:33:33,CH4,0.0,31.76494,117.2648,0
47008,33,2025-07-03 18:33:32,CO2 ,-2.0,31.76494,117.2648,0
47007,33,2025-07-03 18:33:32,CH4,0.0,31.76494,117.2648,0
47006,33,2025-07-03 18:33:31,CO2 ,350.0,31.76494,117.2648,0
